Name,Return Type,Class Name,Method Name,Super Class,Number of Args,Original Class
unzip,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/z1>"
onVideoPlay,,"<Application,Lav0/i>",,,0,"<Application,Lav0/i>"
setInnerAudioOption,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/x1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/x1>"
launchDevMiniProgram,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/l>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/j>"
updateMultiPickerView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/picker/a>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/picker/f0>"
getVideoInfo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/d5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/d5>"
showModal,"<Primordial,V>","<Application,Lcu0/p>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcu0/p>"
getInferenceEnvInfo,"<Primordial,V>","<Application,Lxr0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lxr0/c>"
requestOfflineUserBindQuery,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/b8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/b8>"
onWebRTCLoadedMetaData,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webrtc/d>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webrtc/d>"
reportCanvasData,"<Primordial,V>","<Application,Ljr0/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ljr0/e>"
startWifi,"<Primordial,V>","<Application,Ltv0/m>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ltv0/m>"
collectWepalm,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/n>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/n>"
updateMapGroundOverlay,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/d2>"
onUploadEncryptedFileToCDNProgress,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/q5>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/q5>"
previewImage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/f5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/f5>"
translateMapMarker,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/b2>"
startRecord,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/r2>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/r2>"
operateGlobalMonitoredBluetoothDevice,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bluetooth/a0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bluetooth/a0>"
openCard,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/p8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/p8>"
traceEvent,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ad>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ad>"
private_setPageOrientation,"<Primordial,V>","<Application,Lzt0/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/b2>"
openChannelsOrderCenter,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/d0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/d0>"
openWCPayLQTDepositPlan,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/l9>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/l9>"
startFacialRecognitionVerify,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/d>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/k>"
shareTimeline,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/m0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/m0>"
enableLocationUpdateBackground,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/q>"
